"pip.1"	"pip.2"	"pip.3"	"pip.4"
"661"	0.445	0.165	0.9175	0.1625
"662"	0.655	0	0.385	0.745
"663"	0.735	0.44	0.385	0.9925
"664"	0.7925	0.815	0.435	0.925
"665"	0.605	0	0.435	0.6125
"666"	0.5	0	0.7075	0.5275
"667"	0.2975	0.1575	0.235	0.1225
"668"	0.245	0.0975	0.1225	0.095
"669"	0.79	0.4175	0.215	0.985
"670"	0.7125	0.395	0.355	0.855
"671"	0.4975	0.47	0.49	0.5525
"672"	0.2675	0.2425	0.3225	0.3925
"673"	0.2125	0.1875	0.2375	0.0775
"674"	0.4075	0.2075	1	0.2725
"675"	0.3425	0.155	0.205	0.39
"676"	0.19	0.225	0.15	0.0675
"677"	0.3175	0.8375	0.2	0.1775
"678"	0.8375	0	0.0525	0.8025
"679"	0.6775	0.375	0.8025	0.6875
"680"	0.3975	0.2225	0.2625	0.2625
"681"	0.255	0.0225	0.31	0.2125
"682"	0.795	0.71	0.085	0.7425
"683"	0.165	0.125	0	0.1675
"684"	0.52	0.425	0.3475	0.5725
"685"	0.39	0.015	0.6725	0.27
"686"	0.2925	0.17	0.055	0.165
"687"	0.8375	0.6725	0.7275	0.845
"688"	0.205	0	0.225	0.13
"689"	0.34	0.13	0.11	0.2425
"690"	0.53	0.305	0.24	0.42
"691"	0.2325	0	0.065	0.0725
"692"	0.425	0.16	0.2075	0.475
"693"	0.2225	0	0.4125	0.0325
"694"	0.3175	0.15	0.13	0.1
"695"	0.4825	0.3025	0.2575	0.4875
"696"	0.275	0.2425	0	0.285
"697"	0.3475	0.8825	0.15	0.265
"698"	0.7025	1	0.3675	0.915
"699"	0.6	0	1	0.5025
"700"	0.6575	0.24	0.32	0.9075
"701"	0.5975	0.3	0.265	0.5525
"702"	0.5325	0.2525	0.4	0.4675
"703"	0.4825	0.3825	0.28	0.425
"704"	0.34	0.3375	0	0.21
"705"	0.35	0.02	0.415	0.0775
"706"	0.2025	0	0.2075	0.04
"707"	0.265	0.3275	0.31	0.18
"708"	0.6775	0.35	0	0.645
"709"	0.385	0.1075	1	0.2225
"710"	0.7025	0.05	0.9725	0.78
"711"	0.5	0.6425	0.1325	0.35
"712"	0.96	0.8575	0.3175	0.93
"713"	0.8125	0.185	0.275	0.965
"714"	0.4025	0.2	0.3725	0.2175
"715"	0.485	0	0.245	0.1825
"716"	0.5525	0.3225	0.4	0.555
"717"	0.375	0.0775	0.195	0.2575
"718"	0.505	0.27	0	0.2325
"719"	0.27	1	0.17	0.11
"720"	0.4425	0.24	1	0.3275
"721"	0.1375	0	0	0.155
"722"	0.6775	0	0.265	0.7775
"723"	0.6775	0.2775	0.1225	0.775
"724"	0.32	0.2325	0.3275	0.4125
"725"	0.2325	0.57	0.0225	0.1775
"726"	0.295	0.0125	0.2325	0.1925
"727"	0.59	0	0.255	0.5
"728"	0.245	0.16	0.27	0.0925
"729"	0.2575	0.1975	0.115	0.1175
"730"	0.3275	0.235	0.035	0.54
"731"	0.745	0.02	0.59	0.85
"732"	0.3625	0.3275	1	0.25
"733"	0.67	0.4225	0.17	0.875
"734"	0.405	0.2775	0.2025	0.2825
"735"	0.415	1	0.1425	0.135
"736"	0.3325	0.23	0	0.43
"737"	0.48	0.2225	0.22	0.44
"738"	0.0625	0.205	0	0.0725
"739"	0.2525	0.2075	0.0025	0.115
"740"	0.2425	0.5	0.24	0.28
"741"	0.6675	0.2725	0.1325	0.7875
"742"	0.3425	0	0.08	0.185
"743"	0.4425	0.53	0	0.355
"744"	0.4675	0.9975	0.095	0.1375
"745"	0.5175	0	0	0.3825
"746"	0.3175	0.1925	1	0.1325
"747"	0.7025	1	0	0.7925
"748"	0.1825	0.36	0.51	0.275
"749"	0.6525	0.28	0.9325	0.75
"750"	0.3425	0.135	0.1075	0.2275
"751"	0.8075	0.6875	0	0.9825
"752"	0.2775	0.1875	0.2375	0.09
"753"	0.8025	1	0.465	0.9225
"754"	0.4675	0.985	0.03	0.4525
"755"	0.68	0.24	1	0.99
"756"	0.7825	0.45	0	0.65
"757"	0.8125	0.3725	1	0.9375
"758"	0.325	0.2075	0.6575	0.29
"759"	0.25	0.0575	0.2775	0.105
"760"	0.6475	0	0	0.495
"761"	0.4125	0.2	1	0.27
"762"	0.315	0.2625	0.3375	0.1425
"763"	0.3	0	0.195	0.1825
"764"	0.3775	0.035	0.465	0.36
"765"	0.3425	0	0.255	0.1775
"766"	0.685	0.215	0.735	0.7
"767"	0.265	0	0.17	0.2275
"768"	0.415	0.235	1	0.1
"769"	0.47	0.2425	0.175	0.3325
"770"	0.3125	0	0.3375	0.16
"771"	0.2975	0.1875	0.765	0.155
"772"	0.41	0.2525	0.4675	0.1575
"773"	0.7575	0.3275	0.1825	0.8075
"774"	0.9275	0.71	0.4275	0.9175
"775"	0.33	0.29	0.2875	0.1375
"776"	0.28	0.3675	0	0.2975
"777"	0.7775	0.2325	0.3475	0.8625
"778"	0.7025	0.385	0.135	0.81
"779"	0.5375	0.27	0.25	0.3575
"780"	0.785	0.245	0.4775	0.8225
"781"	0.0475	0.21	0	0.0675
"782"	0.3075	0.175	0.115	0.19
"783"	0.4675	0.255	0.52	0.4025
"784"	0.6025	0.1725	0.3425	0.8975
"785"	0.98	0.395	0.9875	0.9825
"786"	0.5075	0.45	0	0.475
"787"	0.17	0.44	0.6	0.1875
"788"	0.3075	0.3375	0.1425	0.1175
"789"	0.29	0.1925	0.35	0.1475
"790"	0.5275	0.4	0.68	0.24
"791"	0.5875	1	0.425	0.6975
"792"	0.4075	0.255	0.69	0.24
"793"	0.345	0.1875	0.0075	0.195
"794"	0.5775	0.3725	0.8875	0.615
"795"	0.1775	0	0.0225	0.135
"796"	0.2775	0.0225	0.325	0.0875
"797"	0.4425	0.095	0.045	0.1575
"798"	0.505	0.3	0.15	0.5625
"799"	0.245	0.075	0.725	0.2625
"800"	0.12	0.325	1	0.1125
"801"	0.1375	0.2325	0.1875	0.105
"802"	0.205	0	0	0.365
"803"	0.1175	0.26	0.3225	0.1375
"804"	0.7075	0.2425	0.315	0.9725
"805"	0.47	0	0.24	0.35
"806"	0.61	1	0.5275	0.3925
"807"	0.45	0.005	0.985	0.1775
"808"	0.5475	0.105	0.0575	0.34
"809"	0.3075	0.2	1	0.0875
"810"	0.3025	0.1325	0.01	0.155
"811"	0.4975	0.5725	0.6925	0.2125
"812"	0.475	0	0.12	0.4425
"813"	0.27	0.0025	1	0.1075
"814"	0.71	0.605	0.2575	0.86
"815"	0.2575	0.025	0.1325	0.0825
"816"	0.48	0.1725	0.305	0.3825
"817"	0.2575	0.2325	0.215	0.27
"818"	0.5875	0.1	0.2225	0.54
"819"	0.245	0.08	0.2125	0.105
"820"	0.0675	0.2275	0	0.06
"821"	0.44	0	0.035	0.1175
"822"	0.7275	0.2	0.31	0.86
"823"	0.525	0.3025	0.2075	0.535
"824"	0.3275	0.595	0.625	0.17
"825"	0.3025	0.17	0.4325	0.4425
"826"	0.31	1	0	0.1975
"827"	0.62	0.4175	1	0.675
"828"	0.415	0.1975	0.2525	0.3725
"829"	0.5325	1	0.1075	0.2775
"830"	0.2675	0.1775	0.0075	0.1075
"831"	0.2575	0.145	0.205	0.08
"832"	0.4875	1	1	0.325
"833"	0.535	0.3	0.295	0.485
"834"	0.6375	0.24	0.4	0.6875
"835"	0.1925	0	0.34	0.055
"836"	0.79	0.7775	0.7675	0.955
"837"	0.4325	0.2325	0.0625	0.315
"838"	0.3625	0.17	1	0.4225
"839"	0.715	0.555	0.48	0.77
"840"	0.48	0.3625	0.18	0.6575
"841"	0.565	0.575	0.19	0.72
"842"	0.81	0.1775	0.6625	0.8675
"843"	0.5875	1	0.855	0.82
"844"	0.2875	0.2425	0.1375	0.15
"845"	0.355	0.0175	0.285	0.3575
"846"	0.6025	0.335	0	0.36
"847"	0.4075	0.205	0.7325	0.3975
"848"	0.5925	0.09	1	0.85
"849"	0.4	1	0.5375	0.0825
"850"	0.8225	0.41	0.4	0.985
"851"	0.4325	0.3975	0.4125	0.3775
"852"	0.76	0.2825	0.4225	0.7375
"853"	0.3625	0.24	0.3175	0.105
"854"	0.695	0.25	0.435	0.9775
"855"	0.0875	0	0	0.025
"856"	0.4	0.2925	0.075	0.3
"857"	0.2675	0.015	0.21	0.1225
"858"	0.425	0	0.55	0.335
"859"	0.4225	0.1825	0.03	0.165
"860"	0.435	0.205	0.0175	0.1
"861"	0.275	0.0025	0.6325	0.345
"862"	0.805	0.4625	0.6075	0.945
"863"	0.33	0.3	0.33	0.3325
"864"	0.7	0.055	0.7425	0.7725
"865"	0.4675	0.465	0.1925	0.135
"866"	0.7675	0.3125	0.8275	0.885
"867"	0.445	0.6725	0.34	0.35
"868"	0.6625	0.485	0.5	0.86
"869"	0.7075	0.005	0.6025	0.805
"870"	0.5075	0.065	1	0.245
"871"	0.745	0.35	1	0.5875
"872"	0.29	0.31	0.24	0.145
"873"	0.3675	0.47	0.455	0.15
"874"	0.255	0.01	0	0.1275
"875"	0.27	0	0.215	0.09
"876"	0.235	0.14	0.44	0.12
"877"	0.4125	0.19	0.305	0.4425
"878"	0.455	0.255	0	0.175
"879"	0.7125	1	0.4175	0.7925
"880"	0.4025	0.2625	0.1375	0.2075
"881"	0.245	0.14	0.22	0.185
"882"	0.355	0	0	0.2875
"883"	0.61	0.355	0.3475	0.6375
"884"	0.3325	0.1325	0.17	0.045
"885"	0.275	0.235	0.3675	0.185
"886"	0.395	0.04	0.33	0.07
"887"	0.4175	0.165	0.2925	0.36
"888"	0.395	0	0.4025	0.335
"889"	0.8675	0.295	0.515	0.965
"890"	0.7875	0.405	0.0025	0.98
"891"	0.4925	0.84	1	0.5125
"892"	0.7125	0.3925	0.25	0.88
"893"	0.2725	0.215	0.0775	0.065
"894"	0.32	0	0.4125	0.1625
"895"	0.14	0	0.1825	0.0975
"896"	0.32	0.19	0.455	0.4925
"897"	0.1025	0.2325	0	0.0975
"898"	0.3025	0.0175	0	0.4525
"899"	0.5375	0.375	0.305	0.53
"900"	0.835	0.365	0.33	0.9025
"901"	0.795	0.14	0.51	0.9925
"902"	0.0125	0.5025	0	0.0175
"903"	0.2575	0.17	0.22	0.16
"904"	0.4425	0.9175	0	0.135
"905"	0.385	0.695	0.1525	0.255
"906"	0.6325	0.3025	0.21	0.725
"907"	0.405	0.4225	0.98	0.3275
"908"	0.7175	0.34	0.2975	0.835
"909"	0.65	0.15	0.1975	0.7775
"910"	0.385	0.065	0.07	0.455
"911"	0.11	0.23	0.3975	0.1425
"912"	0.315	0.23	0.06	0.115
"913"	0.48	0.155	0.205	0.4775
"914"	0.7375	0.3975	0.545	0.985
"915"	0.7525	0.3975	0.16	0.945
"916"	0.2475	1	0.14	0.18
"917"	0.155	0.145	0	0.1775
"918"	0.8275	0.2975	0.4725	0.885
"919"	0.475	0.1975	0.03	0.4125
"920"	0.1975	0	0.04	0.2125
"921"	0.405	0.015	0.3975	0.275
"922"	0.445	0.2875	1	0.1375
"923"	0.0525	0	0	0.0725
"924"	0.3325	0.1425	0	0.17
"925"	0.5875	0.215	0.2125	0.3625
"926"	0.46	0.0275	0.2275	0.4525
"927"	0.405	0.16	0	0.3675
"928"	0.385	0	0.2525	0.04
"929"	0.405	0	0.255	0.1125
"930"	0.685	0.21	1	0.5675
"931"	0.5075	0.9725	1	0.1675
"932"	0.06	0.765	0.37	0.06
"933"	0.1425	0.0775	0.3125	0.195
"934"	0.205	0.3175	0.1375	0.0875
"935"	0.6275	0.1475	0.275	0.7675
"936"	0.35	0	0.1425	0.175
"937"	0.48	0.01	0.415	0.5
"938"	0.29	0.7025	0	0.1325
"939"	0.295	0.1425	0.19	0.3875
"940"	0.41	0.255	0.0325	0.215
"941"	0.635	0.0325	0	0.5875
"942"	0.4225	0	0	0.2125
"943"	0.17	0.1675	0.1075	0.1025
"944"	0.2625	0	0.1825	0.0925
"945"	0.15	0.0025	0	0.155
"946"	0.3525	0.3725	0.9025	0.2025
"947"	0.7575	0	0	0.93
"948"	0.525	0.4125	0.385	0.6525
"949"	0.7	0.8825	0.0125	0.475
"950"	0.7975	0.1175	0	0.9275
"951"	0.465	0.14	0.4925	0.17
"952"	0.1525	0.1425	0.435	0.105
"953"	0.3225	0.1575	0.1375	0.04
"954"	0.8125	0.415	1	0.76
"955"	0.775	0.3825	0.5975	0.9925
"956"	0.35	0.36	0.3525	0.5525
"957"	0.355	0.055	0.2475	0.26
"958"	0.7225	0.3825	0.15	0.615
"959"	0.1425	0.12	0.3075	0.085
"960"	0.3375	0.0375	0	0.0625
"961"	0.3325	0.245	0.0225	0.125
"962"	0.475	0.4975	0.175	0.3025
"963"	0.2375	0.03	0	0.1275
"964"	0.84	0.3475	0.495	0.8725
"965"	0.805	0.365	0.055	0.92
"966"	0.385	0.2075	0.14	0.24
"967"	0.4325	0	0.1975	0.34
"968"	0.88	0.23	0.3925	0.8475
"969"	0.505	0.0025	0.8625	0.7375
"970"	0.1375	0.225	0.245	0.14
"971"	0.5525	0.6425	0.36	0.215
"972"	0.3525	0.2025	0.2175	0.2625
"973"	0.475	0.2525	0.72	0.2075
"974"	0.385	0.2125	0.1275	0.3125
"975"	0.5575	0.8925	1	0.61
"976"	0.59	0.715	0.9925	0.3275
"977"	0.545	0	0.4125	0.58
"978"	0.3925	0.0175	0.285	0.0975
"979"	0.285	0.2325	0.0875	0.09
"980"	0.815	0.5675	0.125	0.905
"981"	0.3325	0	0.9	0.145
"982"	0.3725	0.0025	0.0475	0.2175
"983"	0.6975	0.3425	0.3525	0.6475
"984"	0.8125	0.455	0.46	0.9725
"985"	0.56	0	0.155	0.57
"986"	0.6575	0.2975	0.355	0.9475
"987"	0.1575	0.2675	0.0225	0.0275
"988"	0.6875	0.4275	0.6775	0.7325
"989"	0.505	0.3825	0.6875	0.335
"990"	0.16	0.6925	0.2175	0.1025
"991"	0.66	0.355	0.535	0.4975
"992"	0.1775	0.145	0.0225	0.2325
"993"	0.0875	0.1875	0	0.095
"994"	0.4825	0.9975	0.26	0.135
"995"	0.67	0.3	0.13	0.7275
"996"	0.0375	0	0.67	0.005
"997"	0.055	0	0	0.0725
"998"	0.2625	0.0025	0.5075	0.08
"999"	0.0525	0.16	0	0.0525
"1000"	0.335	0.3425	0	0.2
"1001"	0.1675	0.285	0.005	0.1525
"1002"	0.36	0.3225	0.17	0.2075
"1003"	0.31	0.07	0.125	0.1025
"1004"	0.665	0.3175	0.5325	0.7225
"1005"	0.5975	0	0.2275	0.73
"1006"	0.36	0.34	0.135	0.3675
"1007"	0.2825	0.2425	0.29	0.225
"1008"	0.27	0.545	0	0.09
"1009"	0.235	0.1375	0.25	0.155
"1010"	0.5475	0.4475	0.025	0.48
"1011"	0.82	0.015	0	0.8425
"1012"	0.4125	0.5175	0.115	0.15
"1013"	0.4925	0.805	0.22	0.6475
"1014"	0.9675	0.7825	1	0.94
"1015"	0.2275	0.055	0.53	0.0825
"1016"	0.215	0.2825	0.6625	0.27
"1017"	0.465	0.9975	0.0425	0.395
"1018"	0.6275	0.43	0.9375	0.72
"1019"	0.26	0.255	0.15	0.22
"1020"	0.33	0.19	0.1725	0.245
"1021"	0.3425	0.1425	0.045	0.225
"1022"	0.4925	0.2025	0	0.65
"1023"	0.2525	0.06	0	0.14
"1024"	0.315	0.2425	0.74	0.0925
"1025"	0.1975	0.18	0.435	0.0725
"1026"	0.265	0	0.2425	0.1775
"1027"	0.495	0.1575	0	0.45
"1028"	0.41	0.9975	0.05	0.3525
"1029"	0.5125	1	0	0.285
"1030"	0.2375	0.2375	0.1375	0.11
"1031"	0.6775	0.32	0.3325	0.83
"1032"	0.37	0.405	0	0.4975
"1033"	0.46	1	0.3875	0.2275
"1034"	0.9225	0.45	0	0.84
"1035"	0.3475	0.27	0.1125	0.175
"1036"	0.3075	0.43	0.0025	0.13
"1037"	0.81	0.315	0	0.9925
"1038"	0.64	0.315	0.4075	0.685
"1039"	0.4075	0.29	0	0.17
"1040"	0.3775	0.1775	0.4775	0.305
"1041"	0.4325	1	0.2325	0.3925
"1042"	0.2825	0.1775	0.16	0.095
"1043"	0.1625	0.0175	1	0.09
"1044"	0.315	0.385	0	0.23
"1045"	0.635	0.01	0.26	0.715
"1046"	0.2725	0.2075	0.8025	0.22
"1047"	0.7675	0.3675	0.415	0.835
"1048"	0.6375	0	1	0.49
"1049"	0.2875	0.115	0.3225	0.0475
"1050"	0.265	0.1675	0.25	0.4175
"1051"	0.3325	0.18	1	0.1175
"1052"	0.52	0.0975	0.21	0.2575
"1053"	0.795	0.3675	0	0.905
"1054"	0.7025	0.7025	1	0.6175
"1055"	0.38	0.34	0.205	0.28
"1056"	0.705	0.395	1	0.8625
"1057"	0.4725	0.7925	0.3325	0.4225
"1058"	0.1125	0.165	0	0.145
"1059"	0.3825	0.3	1	0.1
"1060"	0.7575	0.3575	0	0.915
"1061"	0.075	0	0.2175	0.065
"1062"	0.3275	0.2725	0.1375	0.2325
"1063"	0.385	0.1675	0.1125	0.44
"1064"	0.535	0.3	0.395	0.4925
"1065"	0.4325	0	0.6	0.325
"1066"	0.2925	0.2425	0	0.08
"1067"	0.2375	0	0.5175	0.1525
"1068"	0.4025	0.185	0.4175	0.285
"1069"	0.295	0.13	0.25	0.155
"1070"	0.335	0.17	0	0.14
"1071"	0.225	0.25	0.075	0.0875
"1072"	0.18	0.2075	0.2375	0.145
"1073"	0.35	0.0125	0.1475	0.265
"1074"	0.27	0	0.2225	0.165
"1075"	0.3275	0.59	0.1025	0.1825
"1076"	0.2475	0.2325	0.3475	0.0375
"1077"	0.19	0.185	0.295	0.2775
"1078"	0.155	0.0325	0	0.2
"1079"	0.55	0.3575	0.77	0.4325
"1080"	0.5625	0	0	0.7175
"1081"	0.585	0.575	0.31	0.8375
"1082"	0.9175	0.705	0.0125	0.8225
"1083"	0.93	0.0675	1	0.91
"1084"	0.135	0.2225	0.1725	0.0375
"1085"	0.285	0.225	0.695	0.225
"1086"	0.175	0	0	0.015
"1087"	0.135	0	0.0475	0.125
"1088"	0.0825	0.38	0	0.025
"1089"	0.1925	0.185	0.155	0.045
"1090"	0.3825	0.02	0.345	0.09
"1091"	0.9425	0.505	0.5725	0.95
"1092"	0.0975	0.1275	0.145	0.0325
"1093"	0.415	0.7875	0.11	0.6825
"1094"	0.435	0.125	0.2975	0.23
"1095"	0.775	0.3175	1	0.8675
"1096"	0.3775	0.105	0.195	0.585
"1097"	0.2425	0.2525	0.2075	0.1125
"1098"	0.54	0.265	0.42	0.52
"1099"	0.46	0.335	0.5025	0.43
"1100"	0.805	1	0.855	0.9575
"1101"	0.735	0.975	0.0875	0.75
"1102"	0.53	0.4675	0.44	0.4625
"1103"	0.7475	0.9525	0.3025	0.965
"1104"	0.6525	0.055	0.3125	0.685
"1105"	0.4375	0.24	0.48	0.2175
"1106"	0.24	0	0.205	0.0575
"1107"	0.5975	0.435	0.4275	0.6475
"1108"	0.36	1	0.2775	0.34
"1109"	0.165	0	0.33	0.2375
"1110"	0.2875	0.28	0.0875	0.14
"1111"	0.2775	0.31	0.265	0.1325
"1112"	0.4925	0.105	0.09	0.565
"1113"	0.405	0.16	0	0.205
"1114"	0.2875	0.055	0.2875	0.11
"1115"	0.2825	0.245	0.1925	0.165
"1116"	0.6125	0.105	0.2125	0.635
"1117"	0.3175	0.535	0.25	0.49
"1118"	0.185	0.1575	0.2325	0.085
"1119"	0.36	0	0.2775	0.2725
"1120"	0.005	0	0	0.005
"1121"	0.35	0.5125	0.23	0.34
"1122"	0.235	0.23	0.9725	0.1025
"1123"	0.67	0.145	0	0.71
"1124"	0.4925	0.4975	1	0.16
"1125"	0.3875	0.1525	0.08	0.13
"1126"	0.21	0.115	0.0875	0.1175
"1127"	0.285	0.25	0.03	0.085
"1128"	0.4675	0.1	0	0.125
"1129"	0.345	0	0.135	0.4075
"1130"	0.2875	0.24	0.2025	0.0775
"1131"	0.345	0.04	0.2425	0.17
"1132"	0.57	0.245	0.0475	0.6075
"1133"	0.475	0	0	0.43
"1134"	0.385	0.2625	0.0125	0.1975
"1135"	0.78	0.1675	0	0.89
"1136"	0.5925	1	0.3675	0.4925
"1137"	0.38	0	0.105	0.2375
"1138"	0.545	0.3275	1	0.845
"1139"	0.4425	0.345	0.0025	0.085
"1140"	0.5125	0.305	0	0.455
"1141"	0.3075	0.2775	0.2575	0.1425
"1142"	0.3675	0.2475	0	0.0975
"1143"	0.2575	0	0.6575	0.07
"1144"	0.5475	1	0	0.295
"1145"	0.2575	1	1	0.375
"1146"	0.5575	0.1675	0.1725	0.45
"1147"	0.28	0.1825	0.175	0.04
"1148"	0.48	0.1675	0.035	0.4625
"1149"	0.67	0.25	0.095	0.41
"1150"	0.88	0.805	1	0.805
"1151"	0.3875	0.3075	0.185	0.3225
"1152"	0.5175	0	0.99	0.765
"1153"	0.7725	0.35	1	0.9575
"1154"	0.345	0.0425	0.055	0.2225
"1155"	0.545	0.115	0.3525	0.6325
"1156"	0.5325	0.545	0.17	0.3875
"1157"	0.2725	0.2575	0.2525	0.1125
"1158"	0.4375	0.2425	0.2675	0.3875
"1159"	0.4025	0.3375	0.315	0.255
"1160"	0.4425	0	0.025	0.42
"1161"	0.4425	1	0.17	0.47
"1162"	0.5675	0.3025	0.8875	0.7925
"1163"	0.0375	0	0.3375	0.0475
"1164"	0.4625	0.285	0.315	0.41
"1165"	0.3725	0.205	0.2	0.0775
"1166"	0.26	0.31	0.015	0.1975
"1167"	0.4675	0.165	0.175	0.235
"1168"	0.2175	0	0.1275	0.04
"1169"	0.0925	0	0	0.0675
"1170"	0.1825	0.0025	0.575	0.1825
"1171"	0.4425	0.2625	0.215	0.37
"1172"	0.5175	0	0	0.5125
"1173"	0.3475	0.3625	0	0.2375
"1174"	0.225	0.205	0.105	0.09
"1175"	0.375	0.245	0.2175	0.225
"1176"	0.4225	0.26	0.19	0.3275
"1177"	0.2225	0.675	0.4325	0.1075
"1178"	0.24	0.18	0.1425	0.075
"1179"	0.29	0.2375	0	0.085
"1180"	0.5125	0.225	0.235	0.2575
"1181"	0.4	1	0.29	0.3675
"1182"	0.315	0.19	0.2275	0.215
"1183"	0.22	0.8925	0.1675	0.1025
"1184"	0.3225	0.125	0.3	0.1525
"1185"	0.25	0.79	0	0.175
"1186"	0.2425	0	0.2	0.0825
"1187"	0.405	0.305	0.5475	0.3975
"1188"	0.51	0.235	0.41	0.2175
"1189"	0.4525	0.465	0.2775	0.6325
"1190"	0.89	0.6575	0.29	0.8625
"1191"	0.4575	0.22	0.375	0.54
"1192"	0.3675	0.245	0	0.0925
"1193"	0.4925	0.6475	0.31	0.5225
"1194"	0.32	0.2975	0.5875	0.2275
"1195"	0.53	0.6175	0.4125	0.325
"1196"	0.6525	1	0.035	0.705
"1197"	0.4375	1	0.42	0.3375
"1198"	0.695	0.245	0.745	0.5025
"1199"	0.275	0	0.035	0.085
"1200"	0.26	0.265	0.25	0.2075
"1201"	0.7175	0.44	0.305	0.8025
"1202"	0.29	0.805	0.21	0.2275
"1203"	0.4775	0.4025	1	0.3425
"1204"	0.4175	0.2725	0.21	0.0875
"1205"	0.4925	1	0.1575	0.235
"1206"	0.4625	0.2225	0.2775	0.535
"1207"	0.71	0.555	0.105	0.7325
"1208"	0.31	0.32	0.14	0.1525
"1209"	0.245	0	0	0.11
"1210"	0.7775	0.365	0.4775	0.97
"1211"	0.8425	0.22	0	0.8825
"1212"	0.4775	0.5375	0	0.75
"1213"	0.525	0.1375	0.16	0.675
"1214"	0.4975	0.09	0.055	0.2225
"1215"	0.2525	0.3475	0	0.1
"1216"	0.195	0.2475	0	0.2
"1217"	0.5075	0	0.175	0.355
"1218"	0.63	0.7775	0.6675	0.935
"1219"	0.3825	0.3475	1	0.1475
"1220"	0.44	0.2575	0	0.48
"1221"	0.3025	0.1375	0.3275	0.225
"1222"	0.4175	0.235	0.16	0.4325
"1223"	0.04	0.1075	0	0.05
"1224"	0.2625	0.1575	0	0.125
"1225"	0.76	0.785	0.485	0.76
"1226"	0.3875	0.1725	0.485	0.2225
"1227"	0.4675	0.01	0.48	0.37
"1228"	0.395	0	0	0.4525
"1229"	0.75	0.35	0.2025	0.9475
"1230"	0.05	0	0.0625	0.0725
"1231"	0.3275	0.2425	0.2075	0.155
"1232"	0.2525	0.315	0.2525	0.145
"1233"	0.7	1	0.3375	0.785
"1234"	0.43	0.195	0.35	0.39
"1235"	0.3425	0.635	0	0.0625
"1236"	0.375	0.1725	0	0.2625
"1237"	0.445	0.1875	0.41	0.3975
"1238"	0.7425	0.3075	1	0.655
"1239"	0.1425	0.7975	0.24	0.2025
"1240"	0.175	0.2675	0.2475	0.0825
"1241"	0.49	0.28	0.26	0.465
"1242"	0.3875	0.605	0.1975	0.1925
"1243"	0.565	0.025	0.1675	0.67
"1244"	0.4025	0.9925	0.5975	0.26
"1245"	0.2925	0.21	0.235	0.12
"1246"	0.6025	0.07	0.6425	0.84
"1247"	0.4125	0.0525	0.1975	0.2125
"1248"	0.175	0.005	0.0075	0.06
"1249"	0.2425	0.0375	0.2425	0.065
"1250"	0.3675	0.0675	0.185	0.0875
"1251"	0.165	0	0.1275	0.09
"1252"	0.2375	0.305	0.02	0.065
"1253"	0.32	0.2625	0.2475	0.225
"1254"	0.5475	0.3	0.015	0.5125
"1255"	0.885	0.2775	0.97	0.8825
"1256"	0.4325	0.3725	0.1975	0.35
"1257"	0.58	0.9675	0.155	0.51
"1258"	0.695	0.495	0	0.8375
"1259"	0.54	1	0	0.495
"1260"	0.2825	0.615	0.0775	0.14
"1261"	0.615	0.1375	0	0.64
"1262"	0.3875	0.5075	0.295	0.15
"1263"	0.61	0	0	0.8425
"1264"	0.105	0.255	0.17	0.1275
"1265"	0.5725	0.9725	0.3025	0.405
"1266"	0.875	0.115	0.4475	0.8525
"1267"	0.3825	0.2925	0.195	0.2425
"1268"	0.465	0.125	0.2775	0.405
"1269"	0.4675	0.4425	0.375	0.43
"1270"	0.4525	0	0	0.105
"1271"	0.62	0	1	0.7475
"1272"	0.6025	0.295	0.325	0.7775
"1273"	0.7775	0.275	0.3875	0.9525
"1274"	0.4175	0.56	0.21	0.23
"1275"	0.8	0.6125	0	0.98
"1276"	0.17	0.1125	0	0.235
"1277"	0.5525	0.225	0.3525	0.6725
"1278"	0.47	0.21	0.5675	0.145
"1279"	0.31	0.3175	0.1975	0.1775
"1280"	0.5175	0.1425	0.34	0.4
"1281"	0.3825	0	0.82	0.1375
"1282"	0.22	0.205	0.0025	0.1275
"1283"	0.725	0	0.955	0.8725
"1284"	0.43	0	0.5725	0.365
"1285"	0.4475	0.2725	0.445	0.3825
"1286"	0.21	0	0	0.34
"1287"	0.515	0.345	0.25	0.4575
"1288"	0.965	0	0	0.955
"1289"	0.655	0.9725	0.275	0.6975
"1290"	0.445	0.4925	0	0.1425
"1291"	0.67	0.32	0.0325	0.6875
"1292"	0.68	0.3375	0.7675	0.8375
"1293"	0.365	0.18	0	0.375
"1294"	0.7775	0.855	0.9925	0.945
"1295"	0.355	0.265	0.2425	0.19
"1296"	0.8375	0.3575	1	0.795
"1297"	0.315	0	0.205	0.165
"1298"	0.6425	0.3725	0.0075	0.85
"1299"	0.4475	0.6225	0.17	0.29
"1300"	0.3125	0.33	0	0.0975
"1301"	0.29	0.1975	0.2625	0.235
"1302"	0.2825	0.2775	0.185	0.13
"1303"	0.6425	0.2775	0.45	0.5975
"1304"	0.47	0.3725	0.515	0.4325
"1305"	0.3725	0.29	0	0.19
"1306"	0.2825	0.6	0.3	0.305
"1307"	0.305	1	0.085	0.1075
"1308"	0.6875	0.345	1	0.84
"1309"	0.6575	0.2225	0.315	0.66
"1310"	0.2925	0.2175	0	0.09
"1311"	0.3925	0.2675	0.2225	0.3375
"1312"	0.3375	0.2425	0.0025	0.1775
